Record_ID,Fiscal_Quarter,Department,Expense_Category,Budget_Allocated,Budget_Utilized,Monthly_Expense,Revenue_Forecast,Actual_Revenue,Budget_Variance,Revenue_Variance,Expense_Growth_Rate,Seasonal_Index,Spending_Volatility,Rolling_Expense_Mean,Rolling_Revenue_Mean,Inflation_Rate,Market_Index,Allocation_Efficiency,Budget_Status
151,Q3,Operations,Maintenance,215779.42,104622.97,17245.36,113101.18,217773.63,-7277.6,18716.99,3.29,0.85,0.224,16810.71,239019.69,3.81,104.63,73.19,Moderate
152,Q3,Sales,Infrastructure,170683.52,124641.65,19315.52,143758.94,232337.39,-14410.69,-15917.15,7.26,0.97,0.349,15609.0,208946.77,2.43,105.41,97.65,Efficient
153,Q1,Sales,Training,127824.6,103812.7,13292.7,259395.36,108267.6,11770.73,13411.1,7.48,1.1,0.317,9200.97,140995.37,3.45,112.01,79.82,Inefficient
154,Q3,HR,Technology,161528.48,60643.74,11957.63,150882.01,253423.47,-7043.33,-22554.89,-3.98,0.99,0.37,12301.16,171187.72,2.85,96.17,83.78,Moderate
155,Q1,Logistics,Operations,165352.17,228189.56,3300.76,236407.61,277635.44,-19114.41,-8663.54,-0.57,1.04,0.064,10055.01,143623.52,3.1,117.8,76.8,Inefficient
156,Q2,Finance,Operations,83107.06,151965.1,4225.68,248790.51,118169.79,2856.85,-14054.37,8.06,0.96,0.424,10237.88,157399.18,5.89,128.17,71.55,Efficient
157,Q3,IT,Operations,130546.47,198627.47,5653.78,185272.05,219454.47,-10132.91,20779.2,1.06,1.16,0.382,5937.71,181351.31,5.92,123.54,73.51,Moderate
158,Q2,Sales,Infrastructure,118686.12,173379.63,3930.92,250139.08,233061.74,13648.24,-16100.1,2.72,0.98,0.384,6820.58,147739.46,5.66,123.39,76.66,Moderate
159,Q1,Sales,Training,130180.54,145279.58,9814.68,142887.69,133663.06,-14269.79,3931.6,-2.25,1.01,0.237,17495.19,185522.03,5.44,122.09,97.66,Inefficient
160,Q4,HR,Salaries,202222.12,62487.26,8726.94,188716.72,171877.03,-2607.97,-16760.84,3.29,1.09,0.369,12931.09,159074.96,3.23,107.49,92.3,Inefficient
161,Q3,Operations,Maintenance,146507.68,170333.04,13835.02,227908.4,86946.3,-9874.79,-1325.81,-1.03,1.28,0.28,5082.02,191734.37,4.2,101.67,81.78,Inefficient
162,Q1,HR,Infrastructure,238063.23,75297.22,12106.31,108656.82,103946.33,7584.06,-4330.0,7.44,1.12,0.251,15519.42,124577.66,4.3,106.0,78.94,Efficient
163,Q4,R&D,Salaries,108735.28,125804.72,13131.5,132933.05,78853.37,1941.24,-22932.14,-2.0,0.85,0.364,6131.54,109102.66,4.67,101.05,74.02,Efficient
164,Q4,Finance,Maintenance,133140.72,167677.06,11023.61,219968.42,191037.24,11639.51,16293.38,0.4,0.96,0.301,14206.02,82308.99,6.28,124.78,83.58,Inefficient
165,Q2,Logistics,Maintenance,207391.36,197534.66,7721.53,220732.83,205684.15,-1655.5,14005.64,-3.57,1.01,0.081,13071.04,182336.62,6.44,109.74,95.4,Inefficient
166,Q1,Marketing,Training,159204.92,178583.81,19198.03,183459.61,271126.91,-19807.66,-11107.08,3.82,1.17,0.176,5818.37,246732.8,3.08,123.42,97.81,Moderate
167,Q4,Marketing,Technology,159405.63,175949.04,4468.96,252984.63,186991.58,-11392.14,5699.76,9.13,1.02,0.299,11902.21,151465.84,4.16,105.16,95.25,Moderate
168,Q3,Logistics,Operations,60668.03,74063.23,18961.15,180872.63,123637.56,19966.28,-6866.52,-2.4,1.13,0.412,5616.66,116146.78,2.74,100.03,71.84,Moderate
169,Q3,Operations,Salaries,129719.93,112495.07,8291.05,272704.12,78381.55,-3786.2,13461.36,-4.7,1.22,0.423,5837.07,82228.52,5.24,125.47,74.43,Moderate
170,Q2,R&D,Infrastructure,104146.75,53367.89,11715.24,239257.79,264114.44,4809.4,9624.22,1.34,0.85,0.386,5665.32,167173.27,4.86,122.96,73.96,Inefficient
171,Q4,Sales,Salaries,249867.02,185297.99,4850.32,142379.82,172743.07,16197.26,-20476.65,6.23,1.18,0.152,8320.74,248759.78,6.25,114.46,74.52,Efficient
172,Q1,Operations,Technology,111671.01,230754.27,4205.83,160908.42,230897.45,-19179.03,17209.41,9.63,1.17,0.239,15423.0,247241.81,4.59,99.31,73.48,Moderate
173,Q3,Sales,Operations,226899.31,96501.53,10302.27,223567.94,68296.1,6384.3,-16028.69,-4.23,1.21,0.223,9711.91,97229.98,5.91,106.77,72.7,Efficient
174,Q4,Sales,Salaries,185246.75,62100.86,15608.86,275724.1,174831.26,-8464.92,-16294.51,6.79,1.28,0.225,13314.0,218789.19,3.59,97.01,79.81,Efficient
175,Q4,Marketing,Technology,118183.28,137736.16,7579.2,111103.01,138287.59,-8830.07,11687.34,0.53,0.95,0.07,6623.04,109464.49,5.47,126.44,74.42,Efficient
176,Q2,Operations,Infrastructure,158706.88,212056.15,12559.91,188372.61,71824.54,-11005.94,-15837.45,-2.69,1.01,0.119,17127.24,217589.76,2.2,103.41,74.05,Moderate
177,Q3,R&D,Training,218107.18,152634.97,7737.06,97320.42,239526.38,12909.17,-18880.15,-2.12,0.93,0.111,11555.13,225103.38,2.76,113.31,84.69,Moderate
178,Q3,HR,Maintenance,226673.66,54121.54,9606.42,134274.69,180402.87,-5082.09,-8220.86,8.86,0.96,0.297,5319.73,81314.82,4.23,127.97,75.69,Moderate
179,Q1,Sales,Infrastructure,82078.78,234983.09,18409.59,227775.71,139965.55,-17315.34,16935.62,7.14,0.96,0.215,11986.29,120334.43,6.43,116.81,70.17,Moderate
180,Q3,IT,Operations,117914.63,206586.73,17549.27,87878.97,246304.66,-16125.95,-16159.56,-0.32,1.23,0.18,7398.89,89613.78,6.43,116.81,89.49,Inefficient
181,Q1,IT,Maintenance,117044.64,70660.85,11772.3,222342.47,165557.78,-14055.43,-8046.35,9.1,0.83,0.228,7545.61,164814.64,4.99,124.15,79.2,Moderate
182,Q3,HR,Infrastructure,58408.96,224750.56,7047.8,277186.56,65787.04,15957.1,-10687.3,-3.42,0.9,0.18,12804.87,84541.75,2.65,119.27,90.64,Efficient
183,Q2,IT,Infrastructure,169647.55,132884.22,6284.13,292955.17,277500.72,-2902.26,-7196.96,-0.16,1.11,0.353,7942.99,186434.49,5.4,112.0,95.01,Inefficient
184,Q3,Finance,Infrastructure,220964.01,117520.11,19219.49,119825.41,122528.62,16641.97,10713.59,4.79,1.18,0.117,7781.75,174916.06,2.88,99.28,95.91,Moderate
185,Q1,Sales,Infrastructure,126314.88,134905.4,6446.18,242246.53,251879.49,12699.18,-4726.72,9.99,1.15,0.072,12032.48,144496.84,3.75,112.38,74.98,Moderate
186,Q1,HR,Maintenance,198007.19,207741.53,16738.86,283065.2,248693.46,13515.3,12978.83,1.98,0.82,0.31,8060.97,158506.3,3.57,101.37,88.83,Moderate
187,Q2,Operations,Operations,175540.08,173598.54,9272.49,91014.94,101534.13,-8526.73,7020.16,7.16,1.03,0.142,6436.66,248316.15,6.42,112.21,72.1,Efficient
188,Q3,Sales,Technology,125129.75,56553.45,19756.22,165225.43,171650.6,-9147.42,-6945.04,8.74,0.89,0.307,10307.34,108500.95,5.47,95.77,82.97,Moderate
189,Q3,HR,Salaries,78211.96,231732.85,9258.65,281464.25,74044.77,2402.74,-3387.96,-4.86,1.29,0.073,5675.98,204276.45,2.36,107.34,81.95,Efficient
190,Q2,Marketing,Training,191864.77,73817.91,8975.78,116641.12,144774.13,-3283.0,10181.14,-0.67,1.3,0.149,16769.2,189702.65,6.22,96.94,75.69,Moderate
191,Q3,R&D,Salaries,220913.03,190385.75,13836.88,284764.96,229470.24,362.43,1737.77,-3.49,0.83,0.112,10869.99,192828.78,4.15,100.1,91.7,Moderate
192,Q3,Operations,Salaries,187170.9,169046.62,19345.79,191254.18,118340.63,-17871.83,18417.01,6.64,1.13,0.166,5170.23,138771.42,5.77,119.32,95.57,Efficient
193,Q1,R&D,Training,53575.7,81567.97,19595.56,92975.41,91353.78,18863.61,21659.17,3.51,1.21,0.182,7920.48,116799.96,5.88,129.17,77.23,Moderate
194,Q3,Marketing,Maintenance,93246.58,78292.75,15022.5,173471.78,179102.8,-17673.25,10885.37,-3.57,0.96,0.248,17451.63,190639.91,6.99,114.77,76.98,Moderate
195,Q3,Sales,Operations,63896.0,214713.88,15828.31,145040.07,185821.94,-12846.75,24460.36,1.31,1.15,0.258,11453.08,235163.19,3.73,100.93,75.48,Inefficient
196,Q2,Operations,Training,164077.22,126840.51,12577.84,134906.96,217061.51,7128.02,4826.84,2.71,0.89,0.302,9665.57,245917.87,6.32,108.18,89.23,Inefficient
197,Q2,R&D,Operations,201295.54,172642.42,15848.19,194539.38,235805.99,-13779.94,-23008.46,5.47,0.86,0.183,9096.45,161754.74,3.43,103.2,71.58,Moderate
198,Q4,IT,Maintenance,72115.84,143293.85,17616.25,181226.32,221557.14,-15725.2,242.6,6.69,1.26,0.263,10420.62,152353.98,6.98,96.67,71.79,Efficient
199,Q1,R&D,Salaries,217667.56,186833.94,11263.62,180852.45,255217.75,-13855.18,-13499.54,-3.68,1.12,0.446,7752.94,139320.2,4.05,126.96,74.87,Efficient
200,Q3,HR,Operations,161101.8,138452.26,13537.66,90272.6,115153.95,-17523.19,-8314.34,2.31,1.21,0.134,14738.65,217695.81,5.3,113.98,85.28,Inefficient
201,Q3,Sales,Maintenance,187993.8,101039.08,12134.38,254533.18,193197.52,-9947.25,-496.5,-2.58,1.07,0.111,11607.97,123417.9,6.97,100.21,77.08,Inefficient
202,Q4,Finance,Maintenance,244280.37,115859.76,12562.0,180731.04,146021.46,-9155.23,-10247.46,6.3,0.88,0.387,14768.64,167214.65,3.0,121.1,97.64,Inefficient
203,Q3,R&D,Technology,66736.2,212520.15,18130.81,258808.34,281475.28,-55.12,-9518.92,4.87,0.99,0.214,8306.96,138659.25,5.12,100.99,81.07,Efficient
204,Q1,Operations,Training,230244.8,136266.77,9045.49,259656.77,164062.89,-2451.1,-4899.18,5.85,1.24,0.389,5018.88,228869.14,6.99,102.23,83.16,Efficient
205,Q4,Operations,Technology,75220.54,86622.62,6539.13,142941.12,280935.63,-1051.46,-10677.13,-3.88,0.81,0.22,17560.98,128054.61,6.72,116.05,71.83,Efficient
206,Q1,Logistics,Salaries,128591.76,227248.05,10756.76,70999.65,238039.77,4641.58,-16524.95,2.65,0.9,0.059,11656.86,196702.93,3.1,109.93,89.75,Moderate
207,Q4,R&D,Training,220287.74,200337.09,6537.45,279586.51,226654.37,-10761.54,13278.01,7.61,0.93,0.2,6036.61,180087.24,2.49,126.32,92.08,Moderate
208,Q4,Sales,Salaries,231250.85,55854.9,11472.81,244959.78,175601.84,-14611.83,-5239.41,5.7,0.93,0.294,6348.77,135823.09,4.13,115.88,79.36,Moderate
209,Q2,Sales,Technology,151274.33,239793.88,18359.64,94667.95,164760.08,15155.13,16587.87,7.93,0.85,0.229,10650.82,123312.88,5.82,101.39,90.33,Inefficient
210,Q1,Marketing,Maintenance,168820.93,180510.71,13496.37,231397.22,183473.34,5357.65,19135.85,-1.91,1.22,0.234,14038.43,216644.01,5.95,111.61,76.38,Inefficient
211,Q3,Logistics,Salaries,191629.47,76251.99,17542.36,74605.35,131067.44,-17573.47,12548.17,-0.7,0.88,0.449,10156.34,166785.15,5.04,120.44,92.35,Inefficient
212,Q3,R&D,Training,216551.73,91247.7,5825.25,76384.59,268514.74,18442.07,-5166.34,1.62,1.21,0.268,15661.98,183948.74,5.07,116.0,85.18,Inefficient
213,Q1,IT,Training,74302.23,180026.87,18314.85,190939.35,243724.4,7722.74,11066.11,2.85,0.98,0.329,9277.77,243554.92,2.6,106.24,81.12,Inefficient
214,Q3,Marketing,Salaries,212013.86,197053.41,13230.38,92088.61,245314.07,-13931.81,-17238.97,-1.22,1.03,0.338,5592.87,147662.79,4.21,108.53,90.17,Efficient
215,Q3,Logistics,Training,146255.23,91612.01,3539.92,291797.4,162459.56,18765.38,8055.79,0.72,1.03,0.05,5107.79,218427.42,4.88,118.3,87.21,Moderate
216,Q1,R&D,Maintenance,140124.69,95108.93,13763.02,275581.18,80995.01,-5383.71,-4698.4,5.31,1.16,0.271,16172.78,188589.69,5.42,113.16,84.91,Inefficient
217,Q4,R&D,Maintenance,134779.95,104888.54,19173.75,219456.77,218692.4,19380.4,7782.22,4.68,1.17,0.435,17798.01,180900.9,2.46,97.58,75.91,Moderate
218,Q1,Marketing,Training,151842.32,161613.58,4345.84,84653.06,149243.06,-15868.97,12739.53,-3.34,1.12,0.35,6726.39,89275.44,5.45,114.2,93.78,Moderate
219,Q4,IT,Salaries,239010.11,78504.15,12901.75,144712.11,260846.82,-13601.23,3134.32,9.79,1.19,0.186,5806.53,235100.84,6.71,110.92,82.09,Inefficient
220,Q3,Logistics,Technology,159640.75,65327.42,18563.14,155496.29,240576.15,6296.78,7123.93,3.44,0.8,0.196,16887.3,118861.97,5.93,123.52,82.47,Efficient
221,Q3,R&D,Training,240635.51,177378.5,3164.82,180602.36,97698.83,-19114.26,-14323.6,2.25,1.05,0.171,6309.83,160441.99,5.12,98.93,75.63,Efficient
222,Q3,R&D,Training,86058.03,196924.1,13725.52,108847.66,200386.04,-19252.41,4634.98,9.51,1.06,0.302,7969.25,207842.26,2.49,95.04,96.08,Efficient
223,Q2,Logistics,Training,194827.2,142681.23,11073.34,202827.68,220748.13,11679.31,-1976.29,-2.9,0.92,0.089,15421.41,168794.98,5.97,123.73,85.53,Efficient
224,Q4,Finance,Training,212447.91,115947.38,8898.82,170227.25,192830.96,-13288.79,-3597.36,3.16,1.08,0.166,17973.8,80737.17,5.31,102.39,82.96,Moderate
225,Q2,Marketing,Salaries,185825.77,129248.33,13668.12,287878.3,180659.49,16751.6,-4484.21,7.08,1.03,0.249,11318.18,241336.46,4.74,96.1,97.37,Efficient
226,Q2,Marketing,Technology,171384.46,120739.53,3895.94,285324.9,116269.19,-2964.15,-9453.8,0.98,1.04,0.264,7740.02,83482.47,6.01,102.74,80.25,Efficient
227,Q1,Operations,Technology,162962.56,232197.06,15802.07,200059.01,118079.04,14946.09,-9733.27,6.04,0.86,0.293,16020.33,95285.12,5.37,126.01,70.89,Inefficient
228,Q2,IT,Operations,222186.1,194777.53,3076.15,218200.35,237801.83,-3289.46,9985.32,8.49,1.02,0.369,10126.05,118102.54,4.35,100.99,76.42,Efficient
229,Q1,HR,Training,214329.32,85577.01,8217.91,101693.19,69205.2,1209.2,2889.99,-1.08,1.18,0.115,8544.35,181823.22,3.17,106.2,90.9,Moderate
230,Q1,Finance,Training,74457.74,119916.88,11567.3,121364.34,240254.76,-7339.43,-23502.39,-1.38,1.0,0.14,11375.42,245093.35,4.52,116.37,74.37,Inefficient
231,Q2,Logistics,Operations,219717.53,151082.4,9409.38,277164.54,183529.72,6323.06,-22573.74,0.41,1.04,0.399,16125.38,236851.96,2.77,101.28,74.36,Moderate
232,Q4,Logistics,Technology,132813.72,164532.24,8227.09,230808.16,275650.1,-7271.95,3505.95,1.28,1.28,0.382,8029.01,190727.18,2.3,117.58,82.76,Inefficient
233,Q4,Logistics,Infrastructure,100739.37,136295.86,17124.2,113568.95,289397.35,-11073.2,17314.17,-3.33,1.24,0.379,10509.85,206086.98,3.17,119.73,82.68,Efficient
234,Q4,Finance,Maintenance,223953.71,202974.69,18892.15,201148.37,214284.03,-16758.11,-22801.11,-1.53,1.26,0.133,10775.17,201020.02,3.84,103.09,82.88,Moderate
235,Q4,R&D,Infrastructure,136404.96,194683.17,17853.12,284995.09,157757.87,-17693.23,360.35,8.1,0.84,0.073,15825.94,196781.05,5.23,98.37,76.14,Moderate
236,Q4,Logistics,Technology,211672.94,143505.79,11881.33,149389.35,171894.33,-7761.03,17556.77,3.5,1.11,0.259,13788.07,218107.09,4.5,109.07,74.72,Efficient
237,Q2,Logistics,Training,102680.72,211613.73,18030.79,112738.69,110948.47,9458.93,-24777.6,-0.98,0.91,0.398,15146.33,137781.24,5.68,119.45,91.53,Inefficient
238,Q2,IT,Infrastructure,50785.86,191462.46,18654.65,286665.81,87327.72,-11775.2,-11210.3,9.15,1.0,0.145,14014.02,117590.63,5.69,123.47,86.91,Efficient
239,Q3,Sales,Salaries,149091.84,196823.46,9957.05,176091.03,195221.76,-8030.9,20996.01,6.61,1.14,0.412,12704.79,139099.9,5.53,96.28,78.99,Moderate
240,Q4,Sales,Salaries,70045.65,231498.15,7818.58,165965.66,246236.4,16206.86,-20926.52,0.44,1.09,0.107,6721.32,88262.64,4.74,113.78,75.52,Efficient
241,Q2,Operations,Operations,200875.19,96961.05,4670.51,131540.46,123897.47,5566.3,5349.82,6.48,1.05,0.169,15828.34,244396.19,5.32,104.01,94.57,Inefficient
242,Q3,Operations,Technology,105215.03,97191.39,11144.56,275064.62,159421.88,16788.9,369.08,3.94,1.21,0.169,12894.62,205715.82,6.89,109.56,73.82,Efficient
243,Q4,Logistics,Technology,138729.13,218345.69,19087.05,264491.86,189824.07,16449.04,-17416.03,5.26,1.14,0.11,14115.23,116283.7,5.53,113.51,86.35,Inefficient
244,Q1,IT,Infrastructure,67406.71,195584.14,12535.43,162687.79,269277.01,-17463.57,-22875.65,-0.18,1.21,0.399,15123.72,123484.41,5.71,120.73,87.09,Inefficient
245,Q3,Logistics,Training,107331.85,225676.38,14348.56,77041.05,96192.03,18200.37,129.36,-1.86,1.27,0.215,9052.1,248743.44,3.46,96.39,93.99,Inefficient
246,Q2,Operations,Technology,206298.05,57310.38,4919.02,172729.83,118298.71,-17952.88,11756.51,-1.2,1.16,0.126,10685.09,210578.24,4.39,100.96,71.59,Moderate
247,Q1,Finance,Infrastructure,80317.58,167412.63,5439.83,111597.34,271669.35,17024.76,-16137.86,-3.74,1.0,0.109,12036.78,152362.09,4.18,116.57,78.62,Inefficient
248,Q1,Finance,Infrastructure,179431.91,73202.53,10896.05,102828.84,73895.51,1869.34,9565.99,2.07,0.91,0.218,9456.69,115130.61,3.77,110.43,97.05,Efficient
249,Q1,R&D,Maintenance,233485.17,143259.95,19171.5,160411.53,212626.02,1327.58,2319.17,1.09,0.94,0.057,8360.98,86872.79,4.3,102.35,85.93,Efficient
250,Q3,HR,Maintenance,185967.35,75370.65,9133.34,92787.7,208893.32,8530.56,-7107.68,-4.96,1.0,0.098,15098.83,193783.14,4.99,97.27,81.7,Efficient
251,Q2,Sales,Technology,212204.34,69975.31,17917.23,290216.84,151232.25,15168.45,8221.52,7.85,1.17,0.051,14798.52,212596.29,5.12,127.02,78.87,Moderate
252,Q1,IT,Infrastructure,71794.33,47372.83,5044.91,80934.01,170337.05,4680.18,-15401.16,5.23,0.82,0.06,15813.39,98316.66,6.2,107.7,74.18,Inefficient
253,Q4,Marketing,Operations,100146.37,167896.57,13489.29,162315.01,257356.54,-2984.01,-2153.43,1.7,1.21,0.449,14057.03,80406.28,5.28,109.37,75.24,Efficient
254,Q1,Sales,Operations,228907.77,115009.41,13210.42,107421.62,102120.96,-15524.43,2465.25,9.51,1.18,0.23,9052.45,140762.3,6.35,96.72,91.82,Moderate
255,Q1,Marketing,Maintenance,193021.12,65511.72,17617.87,228426.6,117102.68,11568.37,-2065.22,9.11,1.05,0.342,9251.03,193466.21,5.28,120.85,76.84,Moderate
256,Q3,HR,Technology,177910.77,107953.37,3056.38,88126.63,180278.84,-14868.26,-5124.93,-3.57,1.0,0.345,11861.32,237045.32,3.75,129.73,76.16,Efficient
257,Q3,HR,Training,182753.35,77944.1,6228.84,195765.28,157192.72,9054.63,12045.68,4.23,0.86,0.402,15862.74,229521.21,5.15,129.24,78.94,Efficient
258,Q2,Logistics,Operations,132840.11,228630.49,6734.69,247813.34,194233.81,1117.0,7805.05,7.26,0.94,0.091,9501.81,197049.53,5.65,105.89,91.18,Moderate
259,Q4,Operations,Operations,58911.33,107400.95,19149.42,288513.76,272188.82,-4566.56,6973.1,-2.41,0.85,0.26,14957.21,218388.86,5.43,128.64,81.77,Moderate
260,Q3,HR,Maintenance,206888.31,110120.94,5612.79,230661.34,271347.95,4519.46,19590.03,-3.08,1.21,0.179,8974.0,140496.83,6.25,109.27,70.8,Moderate
261,Q1,HR,Maintenance,185742.65,208772.31,3628.36,92883.1,116754.13,10894.24,24675.03,-1.1,1.05,0.269,9400.83,121667.8,6.53,108.55,84.37,Moderate
262,Q2,Marketing,Technology,144560.89,171312.37,12085.85,90359.73,132982.54,17645.58,3360.23,-0.8,0.92,0.183,14780.76,101116.1,3.68,124.11,77.79,Moderate
263,Q1,Operations,Maintenance,229951.92,183483.46,11985.49,238267.55,101465.45,-9412.12,-7586.61,9.47,0.81,0.123,13821.48,110877.46,2.39,122.71,82.83,Efficient
264,Q1,HR,Salaries,117231.93,169020.35,17348.8,119525.76,273752.83,17885.21,13943.77,6.71,1.06,0.319,7706.97,243698.22,5.28,111.62,94.73,Inefficient
265,Q3,Sales,Infrastructure,108864.35,229508.28,19130.61,172865.04,154519.43,18437.92,-17895.05,-4.1,1.18,0.065,15751.28,238092.76,2.55,110.66,75.51,Efficient
266,Q2,R&D,Operations,224559.27,85365.16,12155.27,294622.85,166183.66,12545.22,645.46,6.8,1.18,0.408,15199.94,87976.27,6.42,128.9,79.48,Moderate
267,Q4,HR,Salaries,209397.53,237862.65,18809.9,258578.56,245594.18,15257.49,1225.42,-2.46,0.91,0.109,15366.44,159889.92,6.11,109.3,96.47,Inefficient
268,Q4,R&D,Training,152995.96,207036.45,15327.71,264716.47,180419.03,7697.1,24173.39,0.36,1.3,0.296,11114.57,143466.55,5.57,125.16,91.65,Moderate
269,Q3,Operations,Salaries,76146.95,159849.65,7497.51,267977.08,91944.98,-18436.11,24550.34,-0.22,1.08,0.352,9272.32,190802.99,6.63,121.13,77.68,Efficient
270,Q3,Logistics,Technology,93014.29,174162.47,18783.15,212495.43,163515.96,3003.14,14960.71,-0.91,0.97,0.079,16047.16,135827.72,6.44,98.74,72.98,Efficient
271,Q2,IT,Training,181245.6,171521.05,14346.53,241104.8,206867.91,9888.18,-1349.22,-0.37,1.0,0.411,12646.77,127703.63,6.61,100.56,96.15,Moderate
272,Q4,Operations,Training,127008.25,56387.26,10039.63,152561.01,226822.04,17668.13,2361.29,6.31,0.86,0.192,17102.73,217559.03,5.68,96.31,74.07,Moderate
273,Q4,Marketing,Maintenance,217294.64,87513.22,14564.12,299642.63,210204.17,2818.07,-9012.92,-1.0,1.05,0.449,8299.75,241009.62,3.84,96.23,80.21,Efficient
274,Q4,IT,Salaries,239991.0,232486.82,9822.32,134313.1,91815.66,11768.03,16492.29,7.01,1.18,0.078,17683.15,114475.27,2.24,116.16,79.29,Efficient
275,Q1,Sales,Technology,211127.39,149201.06,4941.12,205701.7,133477.52,8201.55,12327.31,-3.63,1.0,0.337,9929.83,120000.17,2.31,97.7,73.25,Efficient
276,Q4,Finance,Operations,125509.08,118778.95,15222.64,134874.19,230052.05,-8767.88,13571.26,3.93,1.23,0.114,9998.13,151249.82,5.97,99.77,72.82,Inefficient
277,Q1,R&D,Maintenance,207737.29,193597.5,17009.49,95776.34,263042.79,-13810.88,-18066.18,7.95,1.04,0.211,8104.62,200071.54,2.96,103.55,77.91,Inefficient
278,Q2,R&D,Salaries,120288.33,147281.19,15389.71,200544.74,75616.94,10036.21,-5068.3,-3.81,1.25,0.227,17545.33,108400.63,3.57,114.37,80.31,Efficient
279,Q1,R&D,Operations,83420.02,47566.74,6894.95,151270.19,74501.55,-10649.27,1867.58,4.52,1.15,0.212,5516.29,159548.67,4.93,103.01,97.13,Moderate
280,Q2,Operations,Salaries,56678.64,188566.33,19262.8,204140.43,209766.02,-10212.34,-18767.1,2.67,0.83,0.185,11153.65,222944.31,2.66,108.86,85.02,Efficient
281,Q4,R&D,Maintenance,127143.34,187782.42,3429.33,198496.05,188310.38,5757.85,-6568.85,-0.02,0.83,0.357,9751.26,119791.33,6.93,107.37,95.45,Efficient
282,Q4,Logistics,Operations,230711.86,77204.0,8655.65,194719.05,99951.29,11562.74,-20628.37,-3.49,1.2,0.378,7070.42,88102.43,6.09,108.87,73.6,Moderate
283,Q2,R&D,Maintenance,97797.32,231548.72,7421.57,98359.26,188365.61,3293.28,22942.06,5.15,0.98,0.184,14272.16,234160.68,4.92,127.52,76.68,Inefficient
284,Q3,Marketing,Salaries,91302.63,88662.09,3818.15,171241.58,284259.65,15399.33,12563.17,-0.36,0.89,0.243,16678.17,213880.38,6.54,128.94,74.56,Inefficient
285,Q2,Sales,Training,243964.16,134261.13,9897.4,256760.91,206952.55,-11542.27,6037.41,0.08,1.23,0.219,8166.4,198797.27,4.47,97.54,80.5,Efficient
286,Q3,R&D,Infrastructure,55000.82,67373.51,13592.95,142483.0,166056.76,-9903.42,-14757.18,5.76,1.29,0.287,11469.52,94846.14,6.48,98.87,95.69,Moderate
287,Q1,R&D,Training,207156.43,162640.05,18003.4,172081.25,251194.81,5478.22,-8293.63,9.18,1.2,0.11,12516.78,232886.66,6.13,96.91,78.23,Efficient
288,Q1,IT,Maintenance,114273.99,118212.97,19824.73,183581.27,112885.06,13174.73,-17775.75,0.0,1.16,0.372,10076.36,131895.13,2.07,108.57,86.68,Efficient
289,Q1,Sales,Maintenance,57497.59,113868.83,16737.52,268428.2,158223.45,1574.07,1805.98,6.2,0.8,0.369,16980.0,115953.51,5.98,124.79,95.64,Moderate
290,Q4,R&D,Maintenance,233560.51,206260.49,10967.57,220787.95,183747.78,-19584.74,16025.8,9.35,0.85,0.286,10999.71,162874.8,5.92,122.99,84.07,Efficient
291,Q1,Operations,Operations,77928.47,46864.53,15302.98,93046.58,178521.48,7077.73,-24048.17,-3.53,1.14,0.348,17776.14,236875.93,3.59,107.42,84.78,Moderate
292,Q3,HR,Technology,160355.86,200599.62,17341.6,268989.33,272218.81,12543.3,-19834.57,2.94,1.0,0.445,8837.67,249074.25,4.47,121.27,85.47,Inefficient
